plate,well,control,gene_symbol,score_area_mean_HCT116,score_area_mean_RPE1,score_cell_n_HCT116,score_cell_n_RPE1,score_k_corr_perc_mean_HCT116,score_k_corr_perc_mean_RPE1,score_radial_dist_mean_mean_HCT116,score_radial_dist_mean_mean_RPE1,score_spots_number_mean_HCT116,score_spots_number_mean_RPE1,raw_repeat_1_area_mean_HCT116,raw_repeat_1_area_mean_RPE1,raw_repeat_1_cell_n_HCT116,raw_repeat_1_cell_n_RPE1,raw_repeat_1_k_corr_perc_mean_HCT116,raw_repeat_1_k_corr_perc_mean_RPE1,raw_repeat_1_radial_dist_mean_mean_HCT116,raw_repeat_1_radial_dist_mean_mean_RPE1,raw_repeat_1_spots_number_mean_HCT116,raw_repeat_1_spots_number_mean_RPE1,raw_repeat_2_area_mean_HCT116,raw_repeat_2_area_mean_RPE1,raw_repeat_2_cell_n_HCT116,raw_repeat_2_cell_n_RPE1,raw_repeat_2_k_corr_perc_mean_HCT116,raw_repeat_2_k_corr_perc_mean_RPE1,raw_repeat_2_radial_dist_mean_mean_HCT116,raw_repeat_2_radial_dist_mean_mean_RPE1,raw_repeat_2_spots_number_mean_HCT116,raw_repeat_2_spots_number_mean_RPE1,ratio_repeat_1_area_mean_HCT116,ratio_repeat_1_area_mean_RPE1,ratio_repeat_1_cell_n_HCT116,ratio_repeat_1_cell_n_RPE1,ratio_repeat_1_k_corr_perc_mean_HCT116,ratio_repeat_1_k_corr_perc_mean_RPE1,ratio_repeat_1_radial_dist_mean_mean_HCT116,ratio_repeat_1_radial_dist_mean_mean_RPE1,ratio_repeat_1_spots_number_mean_HCT116,ratio_repeat_1_spots_number_mean_RPE1,ratio_repeat_2_area_mean_HCT116,ratio_repeat_2_area_mean_RPE1,ratio_repeat_2_cell_n_HCT116,ratio_repeat_2_cell_n_RPE1,ratio_repeat_2_k_corr_perc_mean_HCT116,ratio_repeat_2_k_corr_perc_mean_RPE1,ratio_repeat_2_radial_dist_mean_mean_HCT116,ratio_repeat_2_radial_dist_mean_mean_RPE1,ratio_repeat_2_spots_number_mean_HCT116,ratio_repeat_2_spots_number_mean_RPE1,norm_repeat1_area_mean_HCT116,norm_repeat1_area_mean_RPE1,norm_repeat1_cell_n_HCT116,norm_repeat1_cell_n_RPE1,norm_repeat1_k_corr_perc_mean_HCT116,norm_repeat1_k_corr_perc_mean_RPE1,norm_repeat1_radial_dist_mean_mean_HCT116,norm_repeat1_radial_dist_mean_mean_RPE1,norm_repeat1_spots_number_mean_HCT116,norm_repeat1_spots_number_mean_RPE1,norm_repeat2_area_mean_HCT116,norm_repeat2_area_mean_RPE1,norm_repeat2_cell_n_HCT116,norm_repeat2_cell_n_RPE1,norm_repeat2_k_corr_perc_mean_HCT116,norm_repeat2_k_corr_perc_mean_RPE1,norm_repeat2_radial_dist_mean_mean_HCT116,norm_repeat2_radial_dist_mean_mean_RPE1,norm_repeat2_spots_number_mean_HCT116,norm_repeat2_spots_number_mean_RPE1,sd_cell_n_HCT116,sd_cell_n_RPE1,sd_k_area_mean_HCT116,sd_k_area_mean_RPE1,sd_k_corr_perc_mean_HCT116,sd_k_corr_perc_mean_RPE1,sd_radial_dist_mean_mean_HCT116,sd_radial_dist_mean_mean_RPE1,sd_spots_number_mean_HCT116,sd_spots_number_mean_RPE1
1,J16,sample,TOP2A,6.23,-1.15,-0.66,-1.74,-2.01,-3.11,6.25,7.86,7.57,-6.32,151.365346120549,168.386612624425,496,167,56.1421370967742,43.0119760479042,0.552781748799458,0.588488556590414,41.5907258064516,24.2694610778443,148.515546462601,175.571726786417,417,486,56.9172661870504,35.570987654321,0.546666367064432,0.570381554896131,39.0863309352518,27.6440329218107,1.23,0.932,0.595,0.483,0.951,0.809,1.08,1.15,1.26,0.754,1.3,1.04,1.2,0.589,0.964,0.96,1.09,1.06,1.26,0.876,7.39,-2.434,-1.707,-0.964,-2.98,-4.714,7.804,7.321,9.225,-6.033,5.076,0.133,0.384,-2.513,-1.037,-1.513,4.702,8.406,5.911,-6.611,1.4785602794610708,1.095308404057962,1.636245091665671,1.8151431073058677,1.3739084758454618,2.2634488065781393,2.1934452352406706,0.7672108575874046,2.3433518728522187,0.4087077195258241
1,H06,sample,EED,-3.31,-0.63,0.04,1.15,-2.33,-2.09,3.37,-0.07,-2.24,0.01,125.628269891579,176.64625734793,1109,535,59.4941388638413,46.4654205607477,0.508473893915608,0.51571433221687,34.6654643823264,31.5196261682243,71.2231105355904,165.723917882012,7,871,50.0714285714286,34.8765786452354,0.582031433071696,0.535246333368801,24.1428571428571,31.300803673938,1.02,0.978,1.33,1.55,1.01,0.874,0.994,1.01,1.05,0.98,0.623,0.98,0.0201,1.06,0.848,0.942,1.16,0.998,0.776,0.992,-0.008,-0.561,1.519,1.912,0.332,-3.203,-0.715,0.236,0.048,0.026,-6.616,-0.701,-1.448,0.392,-4.983,-0.98,7.449,-0.38,-4.524,-0.016,2.0979858197804866,1.0748023074035522,4.672561610080706,0.09899494936611658,3.7582725420065,1.571898374577695,5.772819761606974,0.4355777772109133,3.2328922035848953,0.02969848480983499
1,C02,sample,EIF4G1,-2.56,-0.4,-1.05,-0.27,-2.39,-2.48,3.55,1.39,-0.66,0.42,109.127470508221,172.629834860022,803,369,56.3679950186799,46.970189701897,0.530374283529881,0.513663819953733,30.7347447073474,33.3685636856369,92.2421498216058,164.995984830987,90,911,55.4833333333333,36.1899012074643,0.541111486898108,0.539789550645506,30.1555555555556,32.3435784851811,0.89,0.955,0.963,1.07,0.955,0.883,1.04,1.01,0.935,1.04,0.806,0.976,0.259,1.1,0.94,0.977,1.08,1.01,0.969,1.02,-2.422,-0.121,-0.058,-0.603,-2.597,-3.719,3.419,1.705,-1.288,0.371,-2.689,-0.681,-2.05,0.062,-2.19,-1.25,3.679,1.074,-0.036,0.477,1.4085567081236026,0.4702260094890541,0.18879751057680813,0.39597979746446665,0.28779245994292485,1.7458466427495858,0.1838477631085022,0.4461843789287115,0.8852976900455575,0.07495331880577402
4,B13,sample,SGO1,1.85,-7.97,-1.93,-1.7,-2.49,-1.15,2.53,9.41,-0.14,-13.28,135.666436842453,101.560753344547,381,82,51.3753280839895,44.8292682926829,0.544989643990395,0.590803757327667,33.5879265091864,18.5609756097561,131.327526460201,118.440905713615,588,488,57.844387755102,40.9231557377049,0.529495875992885,0.585920972450037,31.7159863945578,19.0266393442623,1.09,0.61,0.488,0.35,0.889,0.841,1.05,1.15,0.998,0.585,1.08,0.695,0.625,0.639,0.982,1.08,1.04,1.1,0.963,0.601,2.52,-7.579,-2.191,-1.016,-4.972,-2.296,3.356,5.976,1.061,-8.925,1.174,-8.363,-1.662,-2.377,0,0,1.711,12.841,-1.342,-17.64,0.3740594872476835,0.962372329194891,0.9517657274770932,0.5543717164502531,3.5157349160595146,1.623517169604313,1.1631906550518705,4.854288052845648,1.6991775951912738,6.162435598040761
4,M17,sample,NCAPG,-0.61,0.13,0.02,-0.01,-2.51,-1.16,2.21,0.84,3.04,0.06,126.238104906429,161.920091165984,785,223,52.0770700636943,47.7511210762332,0.538662725511387,0.538725583421812,41.4853503184713,30.8609865470852,114.826544019316,173.011522169584,1045,738,56.744019138756,37.9647696476965,0.516536018232868,0.530581990872191,34.3473684210526,31.5582655826558,1.01,0.972,1.01,0.953,0.901,0.896,1.04,1.05,1.23,0.972,0.944,1.02,1.11,0.966,0.963,1,1.02,0.998,1.04,0.996,0.231,0,-0.048,0,-2.964,-1.665,2.26,1.686,3.752,0.057,-1.454,0.255,0.092,-0.011,-2.06,-0.664,2.151,0,2.336,0.056,0.09899494936611664,0.00777817459305202,1.1914749262993325,0.1803122292025696,0.6392245301926389,0.707813887967734,0.07707463914933367,1.192182033080519,1.0012632021601513,7.071067811865482e-4
1,F05,sample,STAG2,-2.66,-0.55,1.2,2.22,-2.53,-1.18,-0.45,-1.8,-1.16,1.44,118.098777390564,168.01041310969,1218,466,57.4868637110016,51.631974248927,0.513937802969601,0.484800480530845,33.8357963875205,31.744635193133,105.713835462996,168.919573428849,236,1009,55.4237288135593,37.1838453914767,0.482956979557819,0.537275864613181,27.0084745762712,32.7106045589693,0.963,0.93,1.46,1.35,0.974,0.971,1,0.951,1.03,0.987,0.924,0.999,0.678,1.22,0.939,1,0.962,1,0.868,1.04,-2.819,-0.693,2.46,2.021,-2.291,-1.109,0.751,-3.605,0.674,0.225,-2.509,-0.414,-0.062,2.412,-2.774,-1.25,-1.655,-0.001,-2.989,2.657,1.7833233021524728,0.2764787514439401,0.21920310216782976,0.19728279195104673,0.3415325753131025,0.0997020561473032,1.7012989155348333,2.5484128393963172,2.5901321394863235,1.7196836918456837
4,J15,sample,SENP6,1.48,2.35,0.18,-0.22,-2.55,3.35,2,-3.62,2.25,-7.02,130.272394549638,199.703973147236,582,210,50.8668384879725,58.2190476190476,0.544935428154628,0.483229186488948,38.8969072164948,22.9619047619048,128.399088761317,185.757454810593,1004,609,58.6558764940239,49.4753694581281,0.511126840845801,0.502562861083158,33.2599601593625,25.3415435139573,1.04,1.2,0.745,0.897,0.88,1.09,1.05,0.938,1.16,0.724,1.06,1.09,1.07,0.797,0.996,1.31,1.01,0.945,1.01,0.8,1.637,2.762,-0.447,-0.128,-4.565,1.706,3.843,-2.779,3.309,-6.27,1.332,1.944,0.8,-0.315,-0.531,4.984,0.152,-4.452,1.182,-7.777,0.8817621561396248,0.1322289680818844,0.21566756826189695,0.5784133470105959,2.852468755306533,2.317896028729503,2.609931129359547,1.182989644925094,1.5040161235837868,1.0656099192481276
4,D05,sample,TAF7,-4.36,-0.91,0.28,-0.13,-2.99,0.3,2.99,-0.27,-1.62,-0.42,104.064525509786,151.061841173569,802,319,54.0766832917706,52.4184952978056,0.540705781084142,0.517163737567715,30.1571072319202,31.2225705329154,102.541089419766,164.116828766588,1037,721,55.5593056894889,38.380027739251,0.531498602540727,0.531072665795721,30.6875602700096,30.9750346740638,0.835,0.907,1.03,1.36,0.935,0.984,1.04,1,0.896,0.984,0.843,0.963,1.1,0.944,0.943,1.01,1.05,0.999,0.931,0.978,-4.44,-1.469,-0.373,0.152,-3.292,0,3.136,0.085,-1.424,-0.674,-4.287,-0.348,0.934,-0.41,-2.682,0.591,2.839,-0.634,-1.822,-0.158,0.9241885630108176,0.3973940110268397,0.10818733752154212,0.7926667017101199,0.4313351365237939,0.4179001076812496,0.21001071401240473,0.5084097756731276,0.28142849891224603,0.36486709909225856
1,G21,sample,WDR5,-2.54,1.47,-0.15,-0.56,-3.13,-2.53,3.71,2.09,-0.02,0.66,110.382848888831,199.719853178935,969,298,54.3802889576883,46.6342281879195,0.529255058838344,0.530102801439701,31.9504643962848,32.3489932885906,105.519439107491,178.399760811232,63,726,55.5238095238095,36.4476584022039,0.540374431175776,0.541036399495343,31.3968253968254,31.969696969697,0.901,1.11,1.16,0.861,0.921,0.877,1.03,1.04,0.971,1.01,0.922,1.06,0.181,0.879,0.941,0.984,1.08,1.01,1.01,1.01,-3.543,1.985,1.086,-0.664,-3.778,-3.295,3.577,2.41,-0.221,-0.064,-1.546,0.948,-1.394,-0.46,-2.475,-1.755,3.849,1.771,0.188,1.383,1.753624817342638,0.1442497833620557,1.4120922420295354,0.7332697320904499,0.9213601358860714,1.0889444430272832,0.1923330444827411,0.45184123317820407,0.28920667350529794,1.0231835123769342
2,K16,sample,KANSL1,0.84,1.57,-0.96,-1.48,-3.15,-2.81,1.29,2.47,-0.21,-3.59,129.6368571627,201.040900569806,629,239,53.3330683624801,48.3284518828452,0.537915569936879,0.528404998731141,37.6232114467409,29.6987447698745,122.729679161572,170.650292537189,498,706,55.2058232931727,33.5573654390935,0.508941944495361,0.54219305221018,32.289156626506,29.9787535410765,1.06,1.15,0.781,0.618,0.929,0.934,1.03,1.04,1.05,0.919,1.01,1.03,0.625,0.813,0.931,0.914,1.01,1.01,0.99,0.944,1.642,3.088,-0.605,-1.469,-2.176,-2.577,2.243,3.677,0.09,-3.549,0.028,0.062,-1.325,-1.485,-4.129,-3.051,0.328,1.267,-0.517,-3.634,0.5091168824543142,0.01131370849898477,1.1412703448350876,2.139705119870493,1.380979543657327,0.33516861428242367,1.3541094859722385,1.7041273426595795,0.4292138161802343,0.06010407640085651
2,I13,sample,CDCA5,2.94,-3.01,-1.42,-1.76,-3.24,1.76,3.55,2.76,1.16,-7.37,133.46825813531,140.461432361428,512,158,53.0439453125,52.873417721519,0.541506049599061,0.539358788831475,39.232421875,24.8544303797468,134.551925491971,153.38023777082,552,706,56.6268115942029,42.8548158640227,0.525242396294942,0.535200941099918,34.0634057971015,28.5594900849858,1.09,0.802,0.636,0.408,0.924,1.02,1.04,1.06,1.1,0.769,1.11,0.926,0.693,0.813,0.955,1.17,1.04,1,1.04,0.899,2.761,-3.929,-1.781,-2.128,-2.763,-0.731,3.321,5.136,1.951,-8.471,3.119,-2.092,-1.055,-1.391,-3.715,4.258,3.783,0.375,0.362,-6.262,0.5133595231414335,0.5211376977344856,0.25314422766478406,1.2989551570396876,0.6731656556895932,3.5277557313396857,0.3266833329081848,3.366535385229153,1.1235926753054242,1.561998879641084
4,I17,sample,NCAPH,0.62,0.17,-1.32,-0.46,-3.25,-1.07,2.83,1.97,3.63,-1.52,125.176701076434,160.790755964579,497,151,52.8138832997988,46.8079470198675,0.535238683413058,0.553391587704338,37.1851106639839,29.0066225165563,127.407425588987,177.188284247681,853,552,56.4572098475967,40.9030797101449,0.521763967999903,0.534933399217083,36.736225087925,29.1376811594203,1,0.966,0.636,0.645,0.914,0.879,1.03,1.07,1.11,0.914,1.05,1.04,0.906,0.723,0.958,1.08,1.03,1.01,1.12,0.92,-0.229,0.023,-1.902,-0.112,-4.079,-2.519,2.737,2.345,1.934,-0.379,1.475,0.311,-0.738,-0.8,-2.425,0.379,2.932,1.587,5.327,-2.656,0.8230722933011413,0.4864894654563447,1.2049099551418772,0.2036467529817257,1.1695546160825496,2.049195451878615,0.13788582233137667,0.5359869401394032,2.399213308565956,1.610082140761769
3,B10,sample,LMNA,-1.05,-1.1,-0.45,-0.77,-3.36,-2.19,2.22,5.51,-2.6,-3.56,124.727923963516,165.717325262948,711,246,53.9345991561181,45.8475609756098,0.527315573000575,0.552289692100175,30.4697609001406,29.6869918699187,117.468926151505,166.949146845803,804,629,56.3383084577114,34.845786963434,0.521658494671456,0.557390801684521,30.9228855721393,29.4372019077901,1,0.931,0.911,0.638,0.946,0.875,1.01,1.08,0.844,0.909,0.96,0.985,0.913,0.811,0.944,0.933,1.03,1.05,0.936,0.938,-0.335,-1.491,-0.382,-0.504,-3.523,-2.883,1.086,5.565,-2.759,-3.498,-1.77,-0.701,-0.524,-1.045,-3.203,-1.505,3.346,5.45,-2.433,-3.618,0.10040916292848975,0.38254476862192216,1.0146982310026955,0.5586143571373726,0.2262741699796954,0.9743931444750624,1.5980613254815974,0.08131727983645312,0.23051681066681456,0.08485281374238547
4,B07,sample,BUB1B,1.12,0.51,-1.97,-0.72,-3.47,-1.58,3.28,2.37,-2.33,-3.19,130.912326504878,175.005479537874,348,135,52.0316091954023,48.0962962962963,0.556349198870431,0.531591376898722,30.3591954022989,26.5407407407407,132.202580606397,178.88053984146,542,488,54.6734317343173,36.0204918032787,0.525666055766303,0.550415337683085,30.4428044280443,28.9426229508197,1.05,1.05,0.446,0.577,0.9,0.903,1.07,1.03,0.902,0.836,1.09,1.05,0.576,0.639,0.928,0.952,1.04,1.04,0.924,0.914,0.571,0.194,-2.418,-0.35,-4.406,-1.233,5.421,0.33,-1.941,-2.657,1.665,0.826,-1.515,-1.096,-2.538,-1.921,1.143,4.405,-2.721,-3.724,0.6385174234114526,0.5275016587651645,0.7735748186180831,0.446891485709898,1.3208754672564706,0.48648946545634464,3.0250028099160504,2.8814601333351813,0.5515432893255071,0.7544829355260463
4,B05,sample,TAF1,-4.26,-2.3,0.35,-0.22,-3.69,-0.45,2.84,0.49,0.15,-1.29,105.263305270322,142.375213409584,854,207,53.3700234192037,51.9275362318841,0.54130114626339,0.528051069808664,32.0632318501171,29.6231884057971,110.532456594123,161.183470773605,928,812,56.0172413793103,38.1619458128079,0.529319105158374,0.533282165039485,31.9633620689655,30.8189655172414,0.844,0.855,1.09,0.885,0.923,0.975,1.04,1.02,0.953,0.933,0.909,0.946,0.986,1.06,0.951,1.01,1.04,1,0.97,0.973,-5.313,-3.35,0.529,-0.438,-4.736,-0.219,3.345,0.835,0.472,-1.394,-3.206,-1.243,0.166,-0.001,-2.639,-0.69,2.325,0.155,-0.163,-1.193,0.25667976157071676,0.30900566337852126,1.4898739879600555,1.4898739879600555,1.48280292014819,0.33304729393886384,0.7212489168102785,0.4808326112068523,0.44901280605345767,0.14212846301849594
1,G18,sample,TWISTNB,-0.03,0.48,0.14,-1.95,-3.88,-4.05,4.43,4.32,-1.85,-4.52,119.309777768945,175.974087842113,669,128,53.8565022421525,43.9609375,0.535502324691791,0.566373884219992,29.6412556053812,26.6171875,122.079132294721,173.919368157925,507,549,53.3027613412229,31.2367941712204,0.543558430504191,0.546772516784802,30.2998027613412,29.0273224043716,0.973,0.974,0.802,0.37,0.912,0.827,1.05,1.11,0.901,0.827,1.07,1.03,1.46,0.665,0.903,0.843,1.08,1.02,0.974,0.92,-1.215,-0.088,-0.946,-1.513,-4.613,-5.15,5.251,6.053,-3.724,-5.045,1.154,1.054,1.235,-2.387,-3.14,-2.957,3.599,2.579,0.022,-4.004,1.5421998897678602,0.6180113267570426,1.6751359646309312,0.8075159441150374,1.0415682886877848,1.550685171142099,1.1681404025201767,2.456488957842066,2.648822002324807,0.7360981592151963
1,O18,sample,CENPO,0.65,-0.05,-1.18,0.15,-4.07,0.59,-8.74,-0.6,-4.18,-0.71,121.432106195714,169.52497677266,758,312,60.0158311345646,58.4855769230769,0.508607559190238,0.49200438130078,31.5791556728232,32.0544871794872,115.126211219552,163.785187476783,191,938,39.0366492146597,36.342750533049,0.32008146269991,0.535999427745843,20.4031413612565,31.4669509594883,0.991,0.938,0.909,0.902,1.02,1.1,0.994,0.965,0.96,0.996,1.01,0.969,0.549,1.14,0.661,0.981,0.637,0.999,0.656,0.997,1.62,-0.106,-0.584,-0.031,1.797,1.181,-0.983,-1.231,-0.845,-0.688,-0.32,0.002,-1.781,0.334,-9.942,0.003,-16.506,0.031,-7.524,-0.736,0.8464068170802973,0.25809397513308985,1.3717871555019023,0.07636753236814713,8.300726504348882,0.832971788237753,10.976418564358775,0.892368757857423,4.722766191544951,0.03394112549695431
4,E11,sample,PPP2CA,-2.8,0.92,-0.2,-0.1,-4.27,-1.46,4.31,2.68,0.25,-0.35,111.14323941528,169.490207649401,677,244,50.2725258493353,48.9918032786885,0.552840429275116,0.536653264756084,33.6514032496307,31.0286885245902,112.452841643901,177.607502087067,774,718,53.500645994832,33.6970752089137,0.540155551521268,0.549891953028583,33.6782945736434,31.8286908077994,0.891,1.02,0.867,1.04,0.87,0.92,1.07,1.04,1,0.978,0.925,1.04,0.823,0.94,0.908,0.89,1.06,1.03,1.02,1,-3.001,0.786,0,0,-4.998,-0.853,4.55,1.682,-0.176,-0.254,-2.608,1.052,-0.398,-0.194,-3.548,-2.061,4.078,3.674,0.674,-0.452,0.2814284989122459,0.13717871555019023,0.27789296500631305,0.18809040379562167,1.025304832720494,0.8541849916733494,0.3337544007200501,1.4085567081236028,0.6010407640085654,0.1400071426749364
2,E14,sample,UBE2I,0.95,-0.96,-0.25,1.26,-4.64,-1.13,6.08,2.29,5.83,-0.36,125.651427608799,170.198736768013,744,362,52.1202956989247,47.5773480662983,0.553441670874525,0.533523844474408,40.9045698924731,31.0386740331492,128.369205777703,163.41329181972,778,969,53.8451156812339,34.4772961816305,0.546987812931498,0.543523297089962,40.133676092545,31.9339525283798,1.02,0.972,0.924,0.935,0.908,0.92,1.06,1.05,1.14,0.96,1.06,0.987,0.977,1.12,0.908,0.94,1.08,1.02,1.23,1.01,-0.024,-0.728,-0.533,0.06,-3.723,-1.669,4.734,2.9,3.525,-1.277,1.923,-1.2,0.024,2.46,-5.549,-0.596,7.421,1.681,8.129,0.552,0.393858477120907,1.697056274847714,1.376736902970208,0.3337544007200504,1.291176982446636,0.7587255762131655,1.899995921048253,0.8619631662664013,3.2555196205828647,1.2932983027901954
1,B08,sample,FBL,-3.67,1.2,-1.38,-1.46,-6.14,-2.59,7.08,1.54,-1.43,-1.71,105.731851085573,195.111157320679,383,268,48.6370757180157,44.0055970149254,0.565605844700112,0.537097553773542,29.2088772845953,30.2835820895522,96.2213150434555,177.052271688566,400,705,52.49875,36.1695035460993,0.531703160257865,0.542710663884742,29.4375,30.5021276595745,0.863,1.08,0.459,0.775,0.824,0.827,1.11,1.05,0.888,0.941,0.841,1.05,1.15,0.854,0.889,0.977,1.06,1.01,0.946,0.966,-5.335,1.385,-3.644,-1.097,-9.69,-4.045,11.523,2.834,-2.044,-1.908,-2.003,1.015,0.89,-1.827,-2.593,-1.141,2.646,0.246,-0.821,-1.509,3.206022145899807,0.5161879502661797,2.356079794913576,0.26162950903902266,5.018336826080928,2.053438092565734,6.276986896592983,1.829992349710785,0.8647915933911478,0.2821356056934325
2,D05,sample,BRD2,-8.34,-1,0.2,-1.05,-6.16,0.72,8.75,0.06,-0.88,-1.19,94.0919809026861,154.202322111419,748,348,52.13168449197861,53.7011494252874,0.55906437078244,0.508067762150214,31.8756684491979,30.9310344827586,93.562402891177,166.812620776089,840,804,52.3446428571429,37.1026119402985,0.550745911757368,0.533582510609503,31.5047619047619,31.6703980099502,0.767,0.88,0.929,0.899,0.908,1.04,1.07,0.996,0.892,0.957,0.772,1.01,1.05,0.926,0.882,1.01,1.09,0.999,0.966,0.997,-8.316,-2.828,-0.239,-0.287,-4.785,0.986,7.896,0.112,-1.132,-1.826,-8.357,0.828,0.633,-1.81,-7.529,0.464,9.612,0,-0.624,-0.56,0.6165971131946694,1.076923627747112,0.02899137802864745,2.5851823920180177,1.9403010075758864,0.3691097397793778,1.2133952365161156,0.07919595949289333,0.3592102448427661,0.8951971849821692
3,I16,sample,CENPK,-2.8,-0.78,-1.57,0.9,-6.23,-0.88,6.4,-0.15,-2.44,-0.94,118.669608068506,173.131848023059,671,376,50.5134128166915,49.7912234042553,0.556286479651333,0.523983244627395,35.8941877794337,31.0797872340426,112.879663209141,163.992704775418,693,784,50.8203463203463,37.5561224489796,0.54500111852893,0.530392714143444,29.4343434343434,30.0586734693878,0.951,0.973,0.86,0.975,0.886,0.95,1.06,1.03,0.995,0.952,0.923,0.967,0.787,1.01,0.851,1.01,1.08,0.995,0.891,0.958,-2.46,-0.151,-1.524,0.988,-4.45,-0.701,4.84,-0.048,-0.878,0.333,-3.144,-1.403,-1.607,0.803,-8.002,-1.054,7.951,-0.255,-3.993,-2.217,0.05868986283848342,0.13081475451951124,0.4836610383315986,0.8852976900455575,2.5116432867746172,0.24960869375885136,2.199809196271349,0.14637110370561535,2.2026376233960954,1.803122292025696
4,F18,sample,PTTG1,4.65,-0.8,-1.57,-1.47,-6.59,-2.37,6.84,8.09,8.23,-3.11,145.080933242077,134.447008707303,529,102,48.3610586011342,43.2892156862745,0.563814610103465,0.597334079392895,41.7674858223062,26.1764705882353,140.144824277126,176.290902211197,672,521,52.9255952380952,36.746641074856,0.546748400583108,0.571108841152553,39.9895833333333,30.2072936660269,1.16,0.807,0.677,0.436,0.836,0.813,1.09,1.16,1.24,0.825,1.15,1.03,0.714,0.682,0.898,0.971,1.08,1.07,1.21,0.954,5.395,-2.521,-1.542,-0.691,-7.948,-3.689,7.759,7.025,7.735,-3.937,3.905,0.916,-1.605,-2.252,-5.24,-1.06,5.917,9.15,8.729,-2.282,0.04454772721475245,1.1037936854322006,1.0535891039679557,2.430326006938164,1.914845163453171,1.8589837277394337,1.3024906909456209,1.5026019100214134,0.7028641404994275,1.170261722863736
1,L06,sample,INCENP,-5.06,-3.01,-1.79,-1.11,-7.63,-3.15,10.47,5.54,-7.93,-6.23,97.5482225529705,143.541824462737,351,164,46.6324786324786,43.0182926829268,0.597891390907603,0.567686464144617,25.2478632478632,21.2865853658537,109.168125061448,161.772364217201,345,694,51.6,34.0367435158501,0.540177456861101,0.560069042972673,24.0463768115942,29.3314121037464,0.796,0.794,0.421,0.474,0.79,0.809,1.17,1.11,0.768,0.662,0.954,0.957,0.991,0.841,0.874,0.919,1.08,1.04,0.773,0.929,-9.222,-4.415,-3.577,-1.224,-10.958,-4.962,17.105,5.938,-10.639,-8.594,-0.889,-1.598,0,-0.995,-4.3,-1.337,3.843,5.133,-5.211,-3.869,2.5293209563042804,0.16192745289171936,5.8923208076275,1.991919802602504,4.707916949140034,2.5632620818012346,9.377650132095994,0.5692209588551705,3.8381756082805794,3.341079541106436
4,K19,sample,WDR46,-5.36,1.03,-0.29,-1.12,-8.31,-2.35,7.03,2.01,-1.8,-1.79,104.81926928826,185.376602083552,592,159,46.9425675675676,42.3427672955975,0.566784072057994,0.555810044580122,33.0405405405405,28.7610062893082,102.126088804196,181.447103037956,909,539,49.1254125412541,35.8784786641929,0.550103884605276,0.541199477196252,30.8503850385039,30.3580705009276,0.841,1.11,0.758,0.679,0.812,0.795,1.09,1.08,0.982,0.906,0.84,1.06,0.966,0.705,0.834,0.948,1.08,1.02,0.936,0.958,-5.885,1.606,-1.226,-1.674,-8.666,-3.143,7.191,3.088,-1.661,-2.071,-4.845,0.451,0.648,-0.576,-7.956,-1.562,6.877,0.941,-1.941,-1.501,1.32511810794359,0.7764032457428292,0.7353910524340095,0.8167083322704625,0.5020458146424487,1.1179358210559314,0.22203152929257597,1.5181582592075176,0.19798989873223333,0.4030508652763322
2,I21,sample,CENPC,-1.89,-0.39,0.5,0.23,-10.92,-5.04,-16.1,-30.12,-13.14,-22.08,111.711416394638,163.523306148759,752,322,53.7214095744681,37.4813664596273,0.499446753755138,0.464894513371552,27.2526595744681,31.3229813664596,123.343573178197,158.780903936381,999,904,42.0365365365365,35.6764380530973,0.345760938203099,0.316091832702075,14.5095095095095,11.1515486725664,0.911,0.934,0.934,0.832,0.936,0.724,0.958,0.912,0.762,0.969,1.02,0.959,1.25,1.04,0.709,0.972,0.684,0.592,0.445,0.351,-3.728,-0.726,-0.269,-0.002,-3.452,-8.369,-2.687,-6.438,-5.753,-0.736,-0.054,-0.045,1.264,0.456,-18.383,-1.709,-29.51,-53.793,-20.535,-43.427,1.0839946955589774,0.3238549057834388,2.5979103140793756,0.4815397179880389,10.55781134989634,4.709331162702406,18.966725191766766,33.48504162308896,10.452452439499544,30.1870955956349
1,E14,sample,PUM1,-2.02,-0.79,-0.88,-0.49,-11.72,-0.54,-15.7,-0.15,-8.7,-0.36,125.7859648977,171.928992031354,1016,306,59.1205708661417,51.547385620915,0.511756288214172,0.515934456312998,33.496062992126,32.1013071895425,87.5040416973642,168.771963502524,10,786,11.25,37.4936386768448,0.156748922435963,0.530891547330222,8.6,31.6539440203562,1.03,0.952,1.22,0.884,1,0.969,1,1.01,1.02,0.998,0.765,0.998,0.0287,0.952,0.191,1.01,0.312,0.99,0.276,1,0.453,-1.238,0.405,-0.644,0.142,-1.055,0.237,0.501,-0.054,-0.64,-4.491,-0.345,-2.162,-0.343,-23.586,-0.027,-31.642,-0.805,-17.339,-0.085,1.8151431073058677,0.2128391411371508,3.4959359261862906,0.631446355599587,16.7782297039944,0.7269057710597708,22.541857077445947,0.9234814562296312,12.222340712809473,0.39244426355853385
